study,study_sample,sample_no,publishedyear,country,continent,samplingtype,psychotic_n,delusion_n,ethnicity,globeculturalcluster,diagnosiscoded,mooddisordercoded,setting,scale,validatedmeasure,clinicalassessment,percentfemales,agemean,psychosisdurationyears,percentantipsychoticmedication,qa,theme,cases
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_religious,1.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_religious,8.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_religious,7.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_jealousy,1.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_guilt/sin,0.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_guilt/sin,0.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_thoughtwithdrawal,0.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_thoughtwithdrawal,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_somatic,3.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_somatic,1.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_somatic,2.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_thoughtwithdrawal,0.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_guilt/sin,7.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_thoughtbroadcasting_spokenaloud_dissemination,0.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_thoughtbroadcasting_spokenaloud_dissemination,0.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_persecutory,7.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_thoughtbroadcasting_spokenaloud_dissemination,0.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_persecutory,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_sexual,2.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_sexual,1.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_sexual,5.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_persecutory,15.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_fantastic_delusionalmemories,1.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_fantastic_delusionalmemories,0.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_fantastic_delusionalmemories,3.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_other,1.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_other,0.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_other,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_grandiose_grandioseability_grandeur,1.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_grandiose_grandioseability_grandeur,4.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_grandiose_grandioseability_grandeur,13.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_family_relatives,11.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_family_relatives,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_thoughtinsertion,0.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_family_relatives,3.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_possession,3.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_possession,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_possession,2.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_control,6.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_jealousy,2.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_jealousy,0.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_nihilistic_negation,0.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_nihilistic_negation,0.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_nihilistic_negation,1.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_control,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_control,1.0
Linskey 1994,Linskey 1994 S_3,3,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Major Depressive Disorder,yes,Both,None used,Not validated,Unstructured,0.231,44.5,6.2,,6,n_technology,1.0
Linskey 1994,Linskey 1994 S_2,2,1994,India,Asia,Purposive,13,,Hindu,Southern Asia,Bipolar Disorder,yes,Both,None used,Not validated,Unstructured,0.308,38.4,6.4,,6,n_technology,0.0
Linskey 1994,Linskey 1994 S_1,1,1994,India,Asia,Purposive,24,,Hindu,Southern Asia,Schizophrenia,no,Both,None used,Not validated,Unstructured,0.5,33.5,7.0,,8,n_technology,4.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_reference,24.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_thought_mindreading,26.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_persecutory,27.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_thoughtwithdrawal,26.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_thoughtinsertion,26.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_grandiose_grandioseability_grandeur,20.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_thoughtbroadcasting_spokenaloud_dissemination,26.0
Liraud 2004,Liraud 2004 S_1,1,2004,France,Europe,Purposive,40,,,Latin Europe,Psychosis,no,Inpatient,SAPS,Validated,Structured,0.425,33.0,9.0,,6,n_passivity,26.0
Littlewood 1981,Littlewood 1981 S_1,1,1981,UK,Europe,Purposive,24,,Mixed,Anglo,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.666,,,,4,n_monothematic,14.0
Littlewood 1981,Littlewood 1981 S_1,1,1981,UK,Europe,Purposive,24,,Mixed,Anglo,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.666,,,,4,n_technology,6.0
Littlewood 1981,Littlewood 1981 S_1,1,1981,UK,Europe,Purposive,24,,Mixed,Anglo,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.666,,,,4,n_whites,5.0
Littlewood 1981,Littlewood 1981 S_1,1,1981,UK,Europe,Purposive,24,,Mixed,Anglo,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.666,,,,4,n_persecutory,21.0
Littlewood 1981,Littlewood 1981 S_1,1,1981,UK,Europe,Purposive,24,,Mixed,Anglo,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.666,,,,4,n_subcultural,22.0
Littlewood 1981,Littlewood 1981 S_1,1,1981,UK,Europe,Purposive,24,,Mixed,Anglo,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.666,,,,4,n_witchcraft_magic_blackmagic,12.0
Loudon 1977,Loudon 1977 S_1,1,1977,UK,Europe,Purposive,16,,,Anglo,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.625,47.0,,,6,n_grandiose_grandioseability_grandeur,6.0
Loudon 1977,Loudon 1977 S_1,1,1977,UK,Europe,Purposive,16,,,Anglo,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.625,47.0,,,6,n_persecutory,4.0
Loudon 1977,Loudon 1977 S_1,1,1977,UK,Europe,Purposive,16,,,Anglo,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.625,47.0,,,6,n_assistance,4.0
Loudon 1977,Loudon 1977 S_1,1,1977,UK,Europe,Purposive,16,,,Anglo,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.625,47.0,,,6,n_reference,5.0
Loudon 1977,Loudon 1977 S_1,1,1977,UK,Europe,Purposive,16,,,Anglo,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.625,47.0,,,6,n_identity_grandioseidentity,1.0
Loudon 1977,Loudon 1977 S_1,1,1977,UK,Europe,Purposive,16,,,Anglo,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.625,47.0,,,6,n_religious,4.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_authorityandpower(beingpoliticalauthority_armyofficer),14.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_authorityandpower(beingpoliticalauthority_armyofficer),3.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_hypochondriacal,34.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_hypochondriacal,25.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_paranoid,112.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_paranoid,93.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_inferiorty,14.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_inferiorty,20.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_religious,23.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_religious,38.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_mixed_multiple_various,20.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_mixed_multiple_various,3.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_impulsecontrol,20.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_impulsecontrol,14.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_sexual,88.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_sexual,38.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_specialpowers_skills,25.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_specialpowers_skills,19.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_wealth(beingrich),11.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_wealth(beingrich),9.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_grandiose_grandioseability_grandeur,75.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_grandiose_grandioseability_grandeur,52.0
Lucas 1962,Lucas 1962 S_1,1,1962,UK,Europe,Purposive,196,127.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.0,49.5,20.1,,8,n_socialstatus(famous_king_celebrity_sociallydistinguished),26.0
Lucas 1962,Lucas 1962 S_2,2,1962,UK,Europe,Purposive,209,161.0,British,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,1.0,53.3,19.6,,8,n_socialstatus(famous_king_celebrity_sociallydistinguished),33.0
Lykouras 1985,Lykouras 1985 S_1,1,1985,Greece,Europe,Purposive,12,11.0,Greek,Eastern Europe,Major Depressive Disorder,yes,Inpatient,None used,Not validated,Unstructured,,,,,4,n_paranoid,9.0
Lykouras 1985,Lykouras 1985 S_1,1,1985,Greece,Europe,Purposive,12,11.0,Greek,Eastern Europe,Major Depressive Disorder,yes,Inpatient,None used,Not validated,Unstructured,,,,,4,n_somatic,1.0
Lykouras 1985,Lykouras 1985 S_1,1,1985,Greece,Europe,Purposive,12,11.0,Greek,Eastern Europe,Major Depressive Disorder,yes,Inpatient,None used,Not validated,Unstructured,,,,,4,n_catastrophe_worldcatastrophe,6.0
Lykouras 1985,Lykouras 1985 S_1,1,1985,Greece,Europe,Purposive,12,11.0,Greek,Eastern Europe,Major Depressive Disorder,yes,Inpatient,None used,Not validated,Unstructured,,,,,4,n_guilt/sin,4.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_unspecified,3.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_unspecified,0.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_erotomanicheterosexual,0.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_erotomanicheterosexual,0.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_somatic,1.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_somatic,8.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_persecutory,25.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_persecutory,1.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_jealousy,3.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_jealousy,4.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_mixed_multiple_various,12.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_mixed_multiple_various,7.0
Maina 2001,Maina 2001 S_2,2,2001,Italy,Europe,Purposive,18,18.0,Italian,Latin Europe,Delusional Disorder,no,Outpatient,None used,Not validated,Unstructured,0.556,59.4,15.199999999999996,,8,n_grandiose_grandioseability_grandeur,0.0
Maina 2001,Maina 2001 S_1,1,2001,Italy,Europe,Purposive,46,46.0,Italian,Latin Europe,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.696,43.4,8.0,,10,n_grandiose_grandioseability_grandeur,0.0
Marino 1993,Marino 1993 S_2,2,1993,Italy,Europe,Purposive,44,44.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,1.0,50.2,6.4,,9,n_persecutory,34.0
Marino 1993,Marino 1993 S_1,1,1993,Italy,Europe,Purposive,23,23.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,0.0,39.3,6.5,,9,n_persecutory,19.0
Marino 1993,Marino 1993 S_1,1,1993,Italy,Europe,Purposive,23,23.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,0.0,39.3,6.5,,9,n_grandiose_grandioseability_grandeur,0.0
Marino 1993,Marino 1993 S_2,2,1993,Italy,Europe,Purposive,44,44.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,1.0,50.2,6.4,,9,n_grandiose_grandioseability_grandeur,0.0
Marino 1993,Marino 1993 S_1,1,1993,Italy,Europe,Purposive,23,23.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,0.0,39.3,6.5,,9,n_jealousy,1.0
Marino 1993,Marino 1993 S_2,2,1993,Italy,Europe,Purposive,44,44.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,1.0,50.2,6.4,,9,n_jealousy,0.0
Marino 1993,Marino 1993 S_1,1,1993,Italy,Europe,Purposive,23,23.0,,Latin Europe,Delusional Disorder,no,Inpatient,DIS-R,Validated,Structured,0.0,39.3,6.5,,9,n_somatic,3.0
